                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220414"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                             center_gamma                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                               surface_h1                              surface_he4                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              surface_he3                              surface_n14                             surface_ne20                             surface_mg24                                       pp                                      cno                                 tri_alfa                                 delta_nu                                   nu_max                        v_div_csound_surf                              num_retries 
                                       1                  1.0000000000000001E-005                  1.3999999999999997E+000                 -4.9999999999999991E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1248                  0.0000000000000000E+000                  9.9999999725700017E-001                  2.6991855841327725E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999725700017E-001                  2.6991855841327725E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1091981022085404E+000                 -9.8999999999999986E+001                 -2.2401158415742906E+001                 -7.1091981022085404E+000                  3.7334934943949905E+000                  1.2806375577944488E+001                  1.1074262344112296E+000                  6.0937928928013041E-001                  3.3654370844211101E+000                  2.3197281057556020E+003                  6.4209598740368170E+000                 -7.3409067417474672E-001                  1.3819356541553605E+001                  5.5919085837120040E-002                  6.1115265620553971E-001                  8.5915496627254173E-001                  1.2683817556768049E+000                  7.1829999999999994E-001                  2.7997020236474890E-001                  2.9298508566682894E-004                  7.9734484983770657E-004                  7.1829999999999972E-001                  2.7997020236474907E-001                  2.9298508566682899E-004                  7.9734484983770700E-004                  1.0056199999999993E+000                  3.9195828331064847E-001                  2.9797635251138022E-005                  8.5879132979358233E-005                  1.7722707602938154E-004                  3.4656385548673959E-004                 -7.1091981022085404E+000                 -2.2483515294316668E+001                 -9.8999999999999986E+001                  1.9772402857092850E+001                  2.7091658187670731E+002                 -3.7980960240919714E-001                                        0 
                                       5                  3.1000000000000000E-004                  1.3999999999999997E+000                 -3.7958800173440750E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1238                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7063862475908206E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.7063862475908206E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1091980994499799E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1091980994499799E+000                  3.7328211937878302E+000                  1.2726662586187498E+001                  1.1047145300925791E+000                  6.0936803833512643E-001                  3.3654595863111179E+000                  2.3198482998200993E+003                  6.4209598742829295E+000                 -7.3409067346309387E-001                  1.3819356542511613E+001                  5.5919085835974838E-002                  6.1115265620551840E-001                  8.5915496627254173E-001                  1.2683817556768049E+000                  7.1829999999999994E-001                  2.7997020236474890E-001                  2.9298508566682894E-004                  7.9734484983770646E-004                  7.1829999999999994E-001                  2.7997020236474901E-001                  2.9298508566682894E-004                  7.9734484983770689E-004                  1.0056199999999993E+000                  3.9195828331064847E-001                  2.9797635251137964E-005                  8.5879132979358247E-005                  1.7722707602938156E-004                  3.4656385548673926E-004                 -7.1091980994499799E+000                 -2.2483515285241655E+001                 -9.8999999999999986E+001                  1.9776195194354475E+001                  2.7114040456417962E+002                 -7.1092006584563296E-004                                        0 
                                      10                  1.0230000000000001E-002                  1.3999999999999997E+000                 -2.2907300390241692E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1238                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.6994554024393932E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.6994554024393932E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1091980151354885E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1091980151354885E+000                  3.7324360822514535E+000                  1.2681020428493875E+001                  1.1031542021760778E+000                  6.0935809744962877E-001                  3.3654794680821132E+000                  2.3199545036755826E+003                  6.4209598817353220E+000                 -7.3409065097145854E-001                  1.3819356572459171E+001                  5.5919085841745667E-002                  6.1115265620489900E-001                  8.5915496627254206E-001                  1.2683817556768053E+000                  7.1830000000000005E-001                  2.7997020236474895E-001                  2.9298508566682899E-004                  7.9734484983770624E-004                  7.1829999999999994E-001                  2.7997020236474907E-001                  2.9298508566682905E-004                  7.9734484983770679E-004                  1.0056199999999993E+000                  3.9195828331064853E-001                  2.9797635251137964E-005                  8.5879132979358247E-005                  1.7722707602938165E-004                  3.4656385548673943E-004                 -7.1091980151354885E+000                 -2.2483515008990523E+001                 -9.8999999999999986E+001                  1.9779017890392829E+001                  2.7127306683089859E+002                 -3.0675330223145101E-006                                        0 
                                      15                  3.2767000000000002E-001                  1.3999999999999997E+000                 -7.8558006070426323E-001                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1238                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.6957054674020011E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.6957054674020011E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1091951508735249E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1091951508735258E+000                  3.7324321353328735E+000                  1.2680505561484880E+001                  1.1031365688600827E+000                  6.0935717462879135E-001                  3.3654813137237882E+000                  2.3199643629162420E+003                  6.4209601406400907E+000                 -7.3408990027511889E-001                  1.3819357582305544E+001                  5.5919084725068097E-002                  6.1115265618268988E-001                  8.5915496627254173E-001                  1.2683817556768049E+000                  7.1829999999999994E-001                  2.7997020236474890E-001                  2.9298508566682894E-004                  7.9734484983770570E-004                  7.1829999999999994E-001                  2.7997020236474901E-001                  2.9298508566682894E-004                  7.9734484983770559E-004                  1.0056199999999993E+000                  3.9195828331064847E-001                  2.9797635251137964E-005                  8.5879132979358247E-005                  1.7722707602938156E-004                  3.4656385548673926E-004                 -7.1091951508735258E+000                 -2.2483505496819774E+001                 -9.8999999999999986E+001                  1.9779116994045925E+001                  2.7127545236382542E+002                 -2.8399541504185832E-008                                        0 
                                      20                  1.0485750000000001E+001                  1.3999999999999997E+000                  7.1956991761564271E-001                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1238                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.6802417037926310E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.6802417037926310E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1091025912254935E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1091025912254935E+000                  3.7324324757366005E+000                  1.2680041606524002E+001                  1.1031206785815293E+000                  6.0934854868206056E-001                  3.3654985656172496E+000                  2.3200565229013514E+003                  6.4209688921136001E+000                 -7.3406517099146218E-001                  1.3819391073935487E+001                  5.5919019267019386E-002                  6.1115265541736341E-001                  8.5915496627254206E-001                  1.2683817556768056E+000                  7.1829999999999983E-001                  2.7997020236474895E-001                  2.9298508566682899E-004                  7.9734484983770570E-004                  7.1829999999999994E-001                  2.7997020236474907E-001                  2.9298508566682905E-004                  7.9734484983770559E-004                  1.0056199999999993E+000                  3.9195828331064853E-001                  2.9797635251148921E-005                  8.5879132979358247E-005                  1.7722707602938165E-004                  3.4656385548673943E-004                 -7.1091025912254935E+000                 -2.2483189748469609E+001                 -9.8999999999999986E+001                  1.9779710391404716E+001                  2.7128612239289328E+002                 -2.3014468077694720E-008                                        0 
                                      25                  3.3554431000000000E+002                  1.3999999999999997E+000                  2.2247198959355483E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1238                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4734087012292273E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4734087012292273E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1061474430181075E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1061474430181075E+000                  3.7324437718203853E+000                  1.2665317738284411E+001                  1.1026160895274884E+000                  6.0907366198747026E-001                  3.3660483390064302E+000                  2.3229953422111839E+003                  6.4212491132955734E+000                 -7.3327374332664097E-001                  1.3820463072588115E+001                  5.5916906130828281E-002                  6.1115263091038119E-001                  8.5915496627253940E-001                  1.2683817556768135E+000                  7.1829999999999228E-001                  2.7997020236474895E-001                  2.9298508566682899E-004                  7.9734484983770538E-004                  7.1829999999999961E-001                  2.7997020236474901E-001                  2.9298508566682894E-004                  7.9734484983770559E-004                  1.0056199999999982E+000                  3.9195828331064847E-001                  2.9797635251534135E-005                  8.5879132979358247E-005                  1.7722707602938156E-004                  3.4656385548673926E-004                 -7.1061474430181075E+000                 -2.2473123386804890E+001                 -9.8999999999999986E+001                  1.9798627069671134E+001                  2.7162622840977082E+002                 -2.2947334345899467E-008                                        0 
                                      30                  1.0737418230000001E+004                  1.3999999999999997E+000                  3.7298698742554546E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1238                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.5596463520320257E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.5596463520320257E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0154319068176916E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.0154319068176916E+000                  3.7327902620836841E+000                  1.2219128659102644E+001                  1.0870402376548420E+000                  6.0059275552454949E-001                  3.3830101519322717E+000                  2.4155172981635133E+003                  6.4298686707515760E+000                 -7.0861566778664276E-001                  1.3853750266764575E+001                  5.5865402876053433E-002                  6.1115189126222480E-001                  8.5915496627244614E-001                  1.2683817556771142E+000                  7.1829999999971184E-001                  2.7997020236474895E-001                  2.9298508566682899E-004                  7.9734484983770538E-004                  7.1829999999998317E-001                  2.7997020236474901E-001                  2.9298508566682894E-004                  7.9734484983770516E-004                  1.0056199999999724E+000                  3.9195828331064847E-001                  2.9797635267943782E-005                  8.5879132979358247E-005                  1.7722707602938156E-004                  3.4656385548673926E-004                 -7.0154319068176925E+000                 -2.2169404887907646E+001                 -9.8999999999999986E+001                  2.0391031557252077E+001                  2.8233210828189868E+002                 -2.1343026291494540E-008                                        0 
                                      35                  1.2647994446095907E+005                  1.3999999999999997E+000                  4.5300876579706397E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1246                  0.0000000000000000E+000                  1.0000000000000000E+000                  6.7784012046916226E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  6.7784012046916226E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2848293627226131E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2848293627226131E+000                  3.7353980872467574E+000                  9.0614856279267464E+000                  9.5719940596794761E-001                  5.3045668935495682E-001                  3.5232822842714571E+000                  3.3364320489651022E+003                  6.4940350394608330E+000                 -4.9226566896017676E-001                  1.4134214222777361E+001                  5.6897506304616305E-002                  6.1114740576497995E-001                  8.5915496626902987E-001                  1.2683817556881054E+000                  7.1829999998946370E-001                  2.7997020236474890E-001                  2.9298508566682894E-004                  7.9734484983770505E-004                  7.1829999999950667E-001                  2.7997020236474901E-001                  2.9298508566682894E-004                  7.9734484983770473E-004                  1.0056199999989117E+000                  3.9195828331064847E-001                  2.9797635744767414E-005                  8.5879132979358247E-005                  1.7722707602938156E-004                  3.4656385548673926E-004                 -6.2848293627226246E+000                 -1.9849293933397217E+001                 -9.8999999999999986E+001                  2.6012992712187710E+001                  3.8880200060547594E+002                 -1.1494929761833945E-008                                        0 
                                      40                  3.7548457942728122E+005                  1.3999999999999997E+000                  4.7949401208359177E+000                  3.3444633946038905E+001                 -9.8999999999999986E+001                                     1264                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4804781847977114E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  2.4804781847977114E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.4205739226614744E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.4205739226614744E+000                  3.7383479220263860E+000                  6.2723183078009068E+000                  7.9742808982525548E-001                  4.4467136172435245E-001                  3.6948529395326659E+000                  4.9528245023948984E+003                  6.5666735711708437E+000                 -1.9181144419948090E-001                  1.4507068722263707E+001                  6.0618628918839949E-002                  6.1114388284977172E-001                  8.5915496622630061E-001                  1.2683817558255899E+000                  7.1829999986127635E-001                  2.7997020236474890E-001                  2.9298508566682894E-004                  7.9734484983770494E-004                  7.1829999999749872E-001                  2.7997020236474912E-001                  2.9298508566682905E-004                  7.9734484983770483E-004                  1.0056199999834827E+000                  3.9195828331064853E-001                  2.9797637751981690E-005                  8.5879132979358247E-005                  1.7722707602938165E-004                  3.4656385548673943E-004                 -5.4205739226620668E+000                 -1.7285790158889846E+001                 -9.8999999999999986E+001                  3.5029436198637029E+001                  5.7520708775062940E+002                 -4.9828253356205780E-009                                        0 
