                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20220414"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                             center_gamma                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                               surface_h1                              surface_he4                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              surface_he3                              surface_n14                             surface_ne20                             surface_mg24                                       pp                                      cno                                 tri_alfa                                 delta_nu                                   nu_max                        v_div_csound_surf                              num_retries 
                                       1                  1.0000000000000001E-005                  2.2000000000000002E+000                 -4.9999999999999991E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1286                  0.0000000000000000E+000                  9.9999999678825102E-001                  2.2612282459735903E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999678825102E-001                  2.2612282459735903E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3444148227663684E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.3444148227663684E+000                  3.6996708864104684E+000                  1.5414453067419666E+001                  1.1879281197848393E+000                  7.1727544793597953E-001                  3.3459394122533803E+000                  2.2178869842581707E+003                  6.5169811651631928E+000                 -8.5937458376710196E-001                  1.3782210474324369E+001                  4.2996758127503143E-002                  6.2519192585782346E-001                  8.4650496627254213E-001                  1.3077891624160838E+000                  6.9300000000000006E-001                  2.7997020236474895E-001                  4.6532925370613102E-003                  1.2663712320951882E-002                  6.9300000000000073E-001                  2.7997020236474923E-001                  4.6532925370613111E-003                  1.2663712320951872E-002                  1.5246000000000002E+000                  6.1593444520244756E-001                  2.9797635251138591E-005                  1.3639627002603706E-003                  2.8147829722312990E-003                  5.5042494694951764E-003                 -6.3444148227669626E+000                 -1.8208141988283280E+001                 -9.8999999999999986E+001                  1.7059678232683368E+001                  2.6930797810863385E+002                 -2.8306829384484211E-001                                        0 
                                       5                  3.1000000000000000E-004                  2.2000000000000002E+000                 -3.7958800173440750E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1279                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.3830365108850914E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.3830365108850914E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3444148211595692E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.3444148211595692E+000                  3.6985246628127233E+000                  1.5252507693331196E+001                  1.1833412527216578E+000                  7.1727446159987862E-001                  3.3459413849255819E+000                  2.2178970584684580E+003                  6.5169811653126644E+000                 -8.5937458330095773E-001                  1.3782210474939971E+001                  4.2996758128088196E-002                  6.2519192585772765E-001                  8.4650496627254213E-001                  1.3077891624160838E+000                  6.9300000000000006E-001                  2.7997020236474895E-001                  4.6532925370613102E-003                  1.2663712320951882E-002                  6.9300000000000039E-001                  2.7997020236474929E-001                  4.6532925370613137E-003                  1.2663712320951872E-002                  1.5246000000000002E+000                  6.1593444520244756E-001                  2.9797635251138625E-005                  1.3639627002603695E-003                  2.8147829722312977E-003                  5.5042494694951712E-003                 -6.3444148211601634E+000                 -1.8208141983084200E+001                 -9.8999999999999986E+001                  1.7059851036110452E+001                  2.6966482681160574E+002                 -1.6234646802380714E-004                                        0 
                                      10                  1.0230000000000001E-002                  2.2000000000000002E+000                 -2.2907300390241692E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1279                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.2628176928468430E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.2628176928468430E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3444147689171793E+000                 -9.8999999999999986E+001                 -2.2276219679134606E+001                 -6.3444147689171793E+000                  3.6983832762017945E+000                  1.5232499363675339E+001                  1.1827711686542257E+000                  7.1727219278802090E-001                  3.3459459225492973E+000                  2.2179202317651166E+003                  6.5169811701722073E+000                 -8.5937456801500223E-001                  1.3782210495084250E+001                  4.2996758151430864E-002                  6.2519192585461858E-001                  8.4650496627254213E-001                  1.3077891624160838E+000                  6.9300000000000006E-001                  2.7997020236474895E-001                  4.6532925370613102E-003                  1.2663712320951882E-002                  6.9300000000000039E-001                  2.7997020236474929E-001                  4.6532925370613137E-003                  1.2663712320951872E-002                  1.5246000000000002E+000                  6.1593444520244756E-001                  2.9797635251138625E-005                  1.3639627002603695E-003                  2.8147829722312977E-003                  5.5042494694951712E-003                 -6.3444147689177735E+000                 -1.8208141814176763E+001                 -9.8999999999999986E+001                  1.7060361696837024E+001                  2.6971154371352543E+002                 -1.1169847452635290E-006                                        0 
                                      15                  3.2767000000000002E-001                  2.2000000000000002E+000                 -7.8558006070426323E-001                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1279                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.2605576982582695E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.2605576982582695E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3444130673065988E+000                 -9.8999999999999986E+001                 -2.1975189683470624E+001                 -6.3444130673065979E+000                  3.6983816338042876E+000                  1.5232244129719026E+001                  1.1827638916063263E+000                  7.1727183905908520E-001                  3.3459466300071687E+000                  2.2179238447200805E+003                  6.5169813293937473E+000                 -8.5937407315831671E-001                  1.3782211149160673E+001                  4.2996758718790232E-002                  6.2519192575196447E-001                  8.4650496627254213E-001                  1.3077891624160838E+000                  6.9300000000000006E-001                  2.7997020236474895E-001                  4.6532925370613102E-003                  1.2663712320951882E-002                  6.9300000000000039E-001                  2.7997020236474929E-001                  4.6532925370613137E-003                  1.2663712320951872E-002                  1.5246000000000002E+000                  6.1593444520244756E-001                  2.9797635251138655E-005                  1.3639627002603695E-003                  2.8147829722312977E-003                  5.5042494694951712E-003                 -6.3444130673071930E+000                 -1.8208136295257489E+001                 -9.8999999999999986E+001                  1.7060390840289593E+001                  2.6971249306259824E+002                 -2.1699247478625536E-008                                        0 
                                      20                  1.0485750000000001E+001                  2.2000000000000002E+000                  7.1956991761564271E-001                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1279                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.2494670386845460E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.2494670386845460E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3443584346237545E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.3443584346237545E+000                  3.6983819901660127E+000                  1.5231916370727143E+001                  1.1827545465976843E+000                  7.1726645383131415E-001                  3.3459574004627108E+000                  2.2179788496703477E+003                  6.5169865296002287E+000                 -8.5935807639571304E-001                  1.3782232347129192E+001                  4.2996771792004528E-002                  6.2519192237740528E-001                  8.4650496627254157E-001                  1.3077891624160851E+000                  6.9299999999999917E-001                  2.7997020236474890E-001                  4.6532925370613093E-003                  1.2663712320951877E-002                  6.9300000000000039E-001                  2.7997020236474929E-001                  4.6532925370613137E-003                  1.2663712320951872E-002                  1.5246000000000002E+000                  6.1593444520244756E-001                  2.9797635251173106E-005                  1.3639627002603695E-003                  2.8147829722312977E-003                  5.5042494694951712E-003                 -6.3443584346243487E+000                 -1.8207957610422888E+001                 -9.8999999999999986E+001                  1.7060710095373970E+001                  2.6971907132635562E+002                 -1.9450837954639842E-008                                        0 
                                      25                  3.3554431000000000E+002                  2.2000000000000002E+000                  2.2247198959355483E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1279                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.1865709720342894E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999803825090E-001                  2.1865709720342894E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.3426117755471934E+000                 -9.8999999999999986E+001                 -2.1975189683470624E+001                 -6.3426117755471934E+000                  3.6983935302903492E+000                  1.5221477910068977E+001                  1.1824568217530151E+000                  7.1709451116030609E-001                  3.3463012858047270E+000                  2.2197357968603851E+003                  6.5171529052076735E+000                 -8.5884632952956796E-001                  1.3782910501938508E+001                  4.2997188271141344E-002                  6.2519181440689231E-001                  8.4650496627253313E-001                  1.3077891624161142E+000                  6.9299999999997342E-001                  2.7997020236474890E-001                  4.6532925370613093E-003                  1.2663712320951877E-002                  6.9299999999999895E-001                  2.7997020236474895E-001                  4.6532925370613128E-003                  1.2663712320951872E-002                  1.5245999999999957E+000                  6.1593444520244756E-001                  2.9797635252421171E-005                  1.3639627002603693E-003                  2.8147829722312977E-003                  5.5042494694951694E-003                 -6.3426117755477938E+000                 -1.8202246856015975E+001                 -9.8999999999999986E+001                  1.7070905715195735E+001                  2.6992913995992717E+002                 -1.9421228340841269E-008                                        0 
                                      30                  1.0737418230000001E+004                  2.2000000000000002E+000                  3.7298698742554546E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1279                  0.0000000000000000E+000                  9.9999999803825090E-001                  1.9771175973765782E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999803825090E-001                  1.9771175973765782E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2880261688436363E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2880261688436363E+000                  3.6987545292532107E+000                  1.4898137154792385E+001                  1.1731319681457064E+000                  7.1171008643092781E-001                  3.3570701352634833E+000                  2.2754648714127738E+003                  6.5223486265830433E+000                 -8.4276843143857327E-001                  1.3804184526956261E+001                  4.3013386308658044E-002                  6.2518845665511746E-001                  8.4650496627223371E-001                  1.3077891624171392E+000                  6.9299999999907480E-001                  2.7997020236474890E-001                  4.6532925370613093E-003                  1.2663712320951877E-002                  6.9299999999995332E-001                  2.7997020236474895E-001                  4.6532925370613128E-003                  1.2663712320951865E-002                  1.5245999999998507E+000                  6.1593444520244733E-001                  2.9797635297938977E-005                  1.3639627002603690E-003                  2.8147829722312977E-003                  5.5042494694951694E-003                 -6.2880261688444330E+000                 -1.8024721395586159E+001                 -9.8999999999999986E+001                  1.7393259914149972E+001                  2.7659104869046581E+002                 -1.8582357777406179E-008                                        0 
                                      35                  1.6680798760071007E+005                  2.2000000000000002E+000                  4.6953407481708567E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1290                  0.0000000000000000E+000                  9.9999999866325062E-001                  6.8510548940748803E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999866325062E-001                  6.8510548940748803E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.6645495389760860E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6645495389760860E+000                  3.7027860595782736E+000                  1.1577209486321150E+001                  1.0636038917975967E+000                  6.4888298760674801E-001                  3.4827243329118431E+000                  3.0389554457106465E+003                  6.5790099723450357E+000                 -6.4700189820330800E-001                  1.4056492164618101E+001                  4.3873047252220694E-002                  6.2515442131295029E-001                  8.4650496626022409E-001                  1.3077891624582190E+000                  6.9299999996304640E-001                  2.7997020236474884E-001                  4.6532925370613085E-003                  1.2663712320951875E-002                  6.9299999999839557E-001                  2.7997020236474879E-001                  4.6532925370613128E-003                  1.2663712320951872E-002                  1.5245999999935107E+000                  6.1593444520244733E-001                  2.9797636855832508E-005                  1.3639627002603693E-003                  2.8147829722312973E-003                  5.5042494694951694E-003                 -5.6645495389928913E+000                 -1.6076877325095786E+001                 -9.8999999999999986E+001                  2.1631252232266412E+001                  3.6768554233270078E+002                 -1.0842886031385977E-008                                        0 
                                      40                  5.3474457786187110E+005                  2.2000000000000002E+000                  4.9641746907435627E+000                  3.3640928591182877E+001                 -9.8999999999999986E+001                                     1319                  0.0000000000000000E+000                  9.9999999928825001E-001                  2.3756253362443255E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999928825001E-001                  2.3756253362443255E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8233275018652186E+000                 -8.1258994656946115E+001                 -2.0771069700814699E+001                 -4.8233275018652186E+000                  3.7082530268012679E+000                  8.1489686237957031E+000                  9.1110264563093213E-001                  5.6169843007742715E-001                  3.6570934479704849E+000                  4.5403930264133960E+003                  6.6518263001356175E+000                 -3.3882028130022696E-001                  1.4437040052511096E+001                  4.7001170963683947E-002                  6.2512063741208224E-001                  8.4650496611219628E-001                  1.3077891629645670E+000                  6.9299999951896274E-001                  2.7997020236474890E-001                  4.6532925370613050E-003                  1.2663712320951877E-002                  6.9299999998987427E-001                  2.7997020236474879E-001                  4.6532925370613128E-003                  1.2663712320951875E-002                  1.5245999999024160E+000                  6.1593444520244733E-001                  2.9797645377113573E-005                  1.3639627002603693E-003                  2.8147829722312977E-003                  5.5042494694951694E-003                 -4.8233275025474329E+000                 -1.3627191457423848E+001                 -8.1258994656946115E+001                  2.9265453674776651E+001                  5.4589885685942181E+002                 -4.7278234175638876E-009                                        0 
