ID,dnu_syd,dnu_inf,nu_max,mass,radius,luminosity,mixing_length,metalicity
160,100.86046631091138,99.84514277164428,2019.4812681706849,1.9884098706980504e+33,1.222262340018157,6.238871970210998e+33,1.7,0.0    d0
97,129.35317999793793,128.1319909042768,2815.891226666908,1.9884098706980504e+33,1.0350087213978072,4.4790262446023286e+33,1.7,0.0    d0
164,98.56863513038807,97.4089779710301,1954.9357809909127,1.9884098706980504e+33,1.2425572309606048,6.424467800828541e+33,1.7,0.0    d0
216,32.87743236920828,32.97606649843702,508.59540022569087,1.9884098706980504e+33,2.558093958493618,1.2459953535810356e+34,1.7,0.0    d0
84,0.0636619772367581,0.0823421035045936,0.2129314853044752,1.9884098706980504e+33,138.98494322258713,6.75863684289768e+36,1.7,0.0    d0
68,0.083556345123245,0.1023604965241191,0.2810975857081555,1.9884098706980504e+33,120.2155929607894,5.584940752704051e+36,1.7,0.0    d0
108,124.31990492265676,123.91626713190072,2690.6923093675878,1.9884098706980504e+33,1.0583521036262185,4.716197168608916e+33,1.7,0.0    d0
191,77.77106294185465,76.76670508940569,1437.340054056836,1.9884098706980504e+33,1.4563545771834805,8.149120866298151e+33,1.7,0.0    d0
13,0.2466901617924377,0.33037410100481,1.2635590002433907,1.9884098706980504e+33,55.044220924369576,1.8819077105574897e+36,1.7,0.0    d0
140,111.69493906189214,110.42966951059356,2307.0400100992506,1.9884098706980504e+33,1.1428569592747366,5.50806990644833e+33,1.7,0.0    d0
242,1.2374296825394862,1.3918111765504877,8.122033800614737,1.9884098706980504e+33,21.102253978561794,4.3591775198539314e+35,1.7,0.0    d0
203,63.91662514570517,62.84646658055406,1122.9620956624722,1.9884098706980504e+33,1.6641602665752884,9.071390783679936e+33,1.7,0.0    d0
214,39.740989290046265,39.67802361869508,646.8573927548674,1.9884098706980504e+33,2.261252384140444,1.0232266418207758e+34,1.7,0.0    d0
62,140.54973024445275,139.89488270375497,3178.108171678154,1.9884098706980504e+33,0.9761453875785708,3.86166187446223e+33,1.7,0.0    d0
95,0.0557042300821633,0.0734289043459982,0.1839958961753723,1.9884098706980504e+33,150.01603874165588,7.463352145424099e+36,1.7,0.0    d0
169,95.53673346448748,94.19071922805882,1870.7445106792584,1.9884098706980504e+33,1.2707018145296327,6.677283230105827e+33,1.7,0.0    d0
237,2.013310030112476,2.1171427415894013,14.000840383747017,1.9884098706980504e+33,15.954466957259752,2.8037656807821973e+35,1.7,0.0    d0
55,0.1034507130097319,0.1249644757973784,0.3627510187319968,1.9884098706980504e+33,105.24254562660003,4.674969575040238e+36,1.7,0.0    d0
154,104.10324827640872,103.2955850224498,2112.062084293154,1.9884098706980504e+33,1.1948898877177607,5.985258248941432e+33,1.7,0.0    d0
98,127.91680663653358,127.75767900625353,2804.676623827449,1.9884098706980504e+33,1.037029354776421,4.499763387964366e+33,1.7,0.0    d0
6,0.3700352426886567,0.4255904869124084,1.7516674562151018,1.9884098706980504e+33,46.493022912771,1.4665080921956115e+36,1.7,0.0    d0
163,99.1535295462508,98.02910345921488,1971.2990873512736,1.9884098706980504e+33,1.237311468402401,6.376759416450699e+33,1.7,0.0    d0
196,73.02824563771618,71.62022446430625,1317.2614915904069,1.9884098706980504e+33,1.525311719013694,8.569002513186268e+33,1.7,0.0    d0
12,0.3023943918746011,0.3405429271499819,1.3139151127684976,1.9884098706980504e+33,53.942923811916096,1.826861060281624e+36,1.7,0.0    d0
105,125.41807402999082,125.08746523438418,2725.231988486117,1.9884098706980504e+33,1.051735494062744,4.649513154686534e+33,1.7,0.0    d0
64,0.0875352187005424,0.1090693743962859,0.3048449338224143,1.9884098706980504e+33,115.23396640841516,5.279195308659823e+36,1.7,0.0    d0
66,0.0875352187005424,0.1056083030159212,0.2925395128027301,1.9884098706980504e+33,117.73809809404828,5.432656430047535e+36,1.7,0.0    d0
106,125.05599653445675,124.69874387520484,2713.748134333965,1.9884098706980504e+33,1.0539200653167329,4.6715716083003954e+33,1.7,0.0    d0
234,2.821021366303845,2.9085225316889325,21.15525796388231,1.9884098706980504e+33,12.910233697395045,1.99941377058562e+35,1.7,0.0    d0
124,118.21631285508256,117.3985056827254,2501.979378761218,1.9884098706980504e+33,1.0971702240643495,5.095898256887464e+33,1.7,0.0    d0
139,112.12067853466296,110.8883487423672,2319.6914165049207,1.9884098706980504e+33,1.1397032356640335,5.480246257773468e+33,1.7,0.0    d0
249,0.8116902097686662,0.8699068497320397,4.415594832106036,1.9884098706980504e+33,28.86692730070685,7.108945517896728e+35,1.7,0.0    d0
201,66.52278733883496,65.61565716286856,1182.6817174718517,1.9884098706980504e+33,1.617002669843959,8.962586322225882e+33,1.7,0.0    d0
168,96.15743774254588,94.85065553280062,1887.908292353384,1.9884098706980504e+33,1.2648009050107545,6.624746063888191e+33,1.7,0.0    d0
212,46.67218706169831,46.24478384564487,784.834484957374,1.9884098706980504e+33,2.0417719020003706,9.09915359112926e+33,1.7,0.0    d0
110,123.58381331085673,123.126075983772,2667.4961946000344,1.9884098706980504e+33,1.0628754264219284,4.7614928750433045e+33,1.7,0.0    d0
228,4.635387717551452,4.7731197952919775,40.34603374168485,1.9884098706980504e+33,9.279277641063786,1.1633799829118478e+35,1.7,0.0    d0
70,0.0795774715459476,0.0992029375678381,0.2700718638533149,1.9884098706980504e+33,122.75316648576532,5.741616075418252e+36,1.7,0.0    d0
185,83.67969020414127,82.20240874268846,1568.3166885308815,1.9884098706980504e+33,1.391423593201658,7.681137549563871e+33,1.7,0.0    d0
229,4.3767609350271215,4.512427557851481,37.49333303051771,1.9884098706980504e+33,9.633310609902615,1.2383301573949103e+35,1.7,0.0    d0
143,109.45881211145102,109.01574677973912,2268.1229802887724,1.9884098706980504e+33,1.1527175432191406,5.595943316747433e+33,1.7,0.0    d0
255,0.5371479329351467,0.6308420790829835,2.9129990857308554,1.9884098706980504e+33,35.76311088488041,9.87438143904345e+35,1.7,0.0    d0
35,0.1472183223600031,0.1842990425938272,0.5966463333057874,1.9884098706980504e+33,81.22698614344638,3.279337956441707e+36,1.7,0.0    d0
8,0.3421831276475749,0.3927579816373597,1.5792809114397233,1.9884098706980504e+33,49.04925091044025,1.587809289840064e+36,1.7,0.0    d0
171,93.50352906648853,92.84447407263242,1835.8931775807216,1.9884098706980504e+33,1.2829557726529113,6.785531631420766e+33,1.7,0.0    d0
183,85.26328188790563,83.87728926867968,1609.474521442669,1.9884098706980504e+33,1.3728385560212415,7.536701906265652e+33,1.7,0.0    d0
165,97.97578296737078,96.78179459994736,1938.4306898832367,1.9884098706980504e+33,1.2479196164862596,6.473094639761036e+33,1.7,0.0    d0
7,0.3580986219567645,0.4100952156513391,1.669786449525315,1.9884098706980504e+33,47.65691480539552,1.521515371238845e+36,1.7,0.0    d0
60,0.0954929658551372,0.1142792407057337,0.323578795985296,1.9884098706980504e+33,111.70454091884702,5.0640117582701067e+36,1.7,0.0    d0
205,60.825040376145104,59.75693364478831,1058.3398207666737,1.9884098706980504e+33,1.7210369297310777,9.104644371174012e+33,1.7,0.0    d0
74,0.0716197243913529,0.0934418114321978,0.2502119646487995,1.9884098706980504e+33,127.74823039430008,6.051926593423748e+36,1.7,0.0    d0
195,74.06275276781349,72.7057575306173,1342.2509266407164,1.9884098706980504e+33,1.5100912449102968,8.484228974246384e+33,1.7,0.0    d0
114,122.0837779722156,121.52450299292931,2620.743390010336,1.9884098706980504e+33,1.072193466391047,4.85407578590244e+33,1.7,0.0    d0
81,0.0636619772367581,0.0845698231554789,0.2203059894660037,1.9884098706980504e+33,136.53335972940764,6.603488392370628e+36,1.7,0.0    d0
63,0.0915140922778398,0.110435086261254,0.3097351707320064,1.9884098706980504e+33,114.2819588169793,5.220535993986293e+36,1.7,0.0    d0
213,43.23046141733607,43.02229249432648,717.1750413396962,1.9884098706980504e+33,2.1424960329489333,9.537730094899412e+33,1.7,0.0    d0
33,0.1511971959373005,0.1932311640561478,0.633991661794781,1.9884098706980504e+33,78.70414622079207,3.138280784861388e+36,1.7,0.0    d0
31,0.1591549430918953,0.2028992996866122,0.6749852983365396,1.9884098706980504e+33,76.18369397597792,2.998498603779468e+36,1.7,0.0    d0
172,92.88680366200742,92.15764661706751,1818.197138756399,1.9884098706980504e+33,1.2893222426408832,6.841295140419542e+33,1.7,0.0    d0
43,0.1273239544735162,0.1573628875396676,0.487260903919769,1.9884098706980504e+33,90.25006321372108,3.792879073846379e+36,1.7,0.0    d0
156,103.04486790484764,102.17125111532052,2081.7491300115244,1.9884098706980504e+33,1.2036399238115698,6.066628732592885e+33,1.7,0.0    d0
79,0.0636619772367581,0.0871081788347313,0.228774582608991,1.9884098706980504e+33,133.867895532215,6.435680221188681e+36,1.7,0.0    d0
246,0.9668662792832642,1.0500309114373347,5.634949001387255,1.9884098706980504e+33,25.46327943194832,5.853371828581332e+35,1.7,0.0    d0
138,112.54243913385648,111.34206933031122,2332.2213844073763,1.9884098706980504e+33,1.136604923912607,5.452994840650483e+33,1.7,0.0    d0
2,0.4138028520389278,0.478834901593672,2.0396865912936826,1.9884098706980504e+33,42.979219734821605,1.303766545064913e+36,1.7,0.0    d0
209,55.17503989638281,54.15561216147533,945.8085422402248,1.9884098706980504e+33,1.8377513308745237,8.930719225963623e+33,1.7,0.0    d0
103,126.14222902105897,125.8593834386723,2748.098006246986,1.9884098706980504e+33,1.047430764471284,4.6058993280639226e+33,1.7,0.0    d0
38,0.135281701628111,0.1717695900876652,0.5451444405008338,1.9884098706980504e+33,85.13043894183555,3.499820889023203e+36,1.7,0.0    d0
187,82.02049992240826,80.46396260107367,1525.9877244091108,1.9884098706980504e+33,1.4113935050095865,7.831497466559555e+33,1.7,0.0    d0
189,79.43423209716497,78.65464169460402,1482.3693005019122,1.9884098706980504e+33,1.432955886405732,7.987593332344456e+33,1.7,0.0    d0
93,0.0557042300821633,0.0745563558395171,0.1876026389246898,1.9884098706980504e+33,148.4998256875626,7.366343668790458e+36,1.7,0.0    d0
208,57.31169500739151,56.19927949222468,986.424385023245,1.9884098706980504e+33,1.792924053667016,9.01466984713328e+33,1.7,0.0    d0
85,0.0596831036594607,0.081498533375759,0.2101508720736203,1.9884098706980504e+33,139.94236095691738,6.820063384689455e+36,1.7,0.0    d0
136,113.39391807939812,112.23620964343544,2356.9684205872904,1.9884098706980504e+33,1.13056030026703,5.399883500478063e+33,1.7,0.0    d0
32,0.1551760695145979,0.1979406592332701,0.6538884135053253,1.9884098706980504e+33,77.45076598655083,3.068580759955065e+36,1.7,0.0    d0
231,4.2016904976260365,4.329459284926986,35.502800926747554,1.9884098706980504e+33,9.90284433414464,1.3019264956797474e+35,1.7,0.0    d0
149,106.63381187156988,105.99649686104198,2185.4116895272023,1.9884098706980504e+33,1.1745045872369593,5.795549227309096e+33,1.7,0.0    d0
223,10.245599461540763,10.477403465667068,112.68085767356096,1.9884098706980504e+33,5.493889837226264,4.832883533436304e+34,1.7,0.0    d0
161,100.29944513651245,99.24678973132156,2003.5640563571133,1.9884098706980504e+33,1.227170048565613,6.283974631564726e+33,1.7,0.0    d0
222,12.915423631907307,13.107931195315324,151.13202972799138,1.9884098706980504e+33,4.731799021567345,3.73341745510789e+34,1.7,0.0    d0
120,119.78398904453772,119.06901048122236,2549.765012415801,1.9884098706980504e+33,1.086884084187333,4.997585892036419e+33,1.7,0.0    d0
238,1.8302818455567964,1.920911413783995,12.339256240184762,1.9884098706980504e+33,17.023316255704803,3.1073954629682625e+35,1.7,0.0    d0
21,0.1989436788648691,0.2582749801214167,0.9203335838804813,1.9884098706980504e+33,64.86257227683335,2.386965969859829e+36,1.7,0.0    d0
20,0.2029225524421665,0.2646746763467676,0.949778188267434,1.9884098706980504e+33,63.81275061293861,2.331549772588348e+36,1.7,0.0    d0
67,0.083556345123245,0.1036238183036133,0.2855395570926868,1.9884098706980504e+33,119.23653074279956,5.524154830788046e+36,1.7,0.0    d0
233,3.1830988618379066,3.2842504097522243,24.7771679084271,1.9884098706980504e+33,11.905789972568336,1.7550859364988632e+35,1.7,0.0    d0
101,126.85842626497248,126.62386245264972,2770.8250428540964,1.9884098706980504e+33,1.0432106713420115,4.562948940856933e+33,1.7,0.0    d0
207,58.26264579236559,57.10852170424311,1004.5981722463926,1.9884098706980504e+33,1.7738427338007987,9.048489355753172e+33,1.7,0.0    d0
157,102.5116988454898,101.59926323029,2066.380015026323,1.9884098706980504e+33,1.2081532312880785,6.108532873051071e+33,1.7,0.0    d0
49,0.1153873337416241,0.1396593595858396,0.4182027754453605,1.9884098706980504e+33,97.72425344043862,4.2286173848239473e+36,1.7,0.0    d0
151,105.63909347724554,104.93579807977488,2156.5200786427004,1.9884098706980504e+33,1.1824059657615382,5.869027106757354e+33,1.7,0.0    d0
48,0.1153873337416241,0.1427902940669075,0.4302387187470804,1.9884098706980504e+33,96.2904611991784,4.14462333211612e+36,1.7,0.0    d0
224,8.093028856222878,8.591652965303151,86.91171778148639,1.9884098706980504e+33,6.270919721016846,6.054282630600482e+34,1.7,0.0    d0
145,108.54367118867262,108.03706447692484,2241.249638811127,1.9884098706980504e+33,1.1596685392881425,5.658881770885344e+33,1.7,0.0    d0
257,0.4894014500075782,0.5730883156164376,2.572845235388466,1.9884098706980504e+33,38.12718042007625,1.0882577771817296e+36,1.7,0.0    d0
57,0.0994718394324345,0.1206818743002963,0.3469294893145115,1.9884098706980504e+33,107.71785445632877,4.82357769715507e+36,1.7,0.0    d0
82,134.38645507321914,133.1960775829766,2969.4914385193783,1.9884098706980504e+33,1.0086057390854932,4.205038975832295e+33,1.7,0.0    d0
40,0.1313028280508136,0.1645559597732971,0.5159757642679181,1.9884098706980504e+33,87.600512753976,3.640820235293915e+36,1.7,0.0    d0
177,89.62810620220085,88.56896770517977,1726.685263431107,1.9884098706980504e+33,1.3239187621991997,7.137770154085437e+33,1.7,0.0    d0
